search URL:,https://patents.google.com/?assignee=university&country=US&language=ENGLISH&before=publication:20060101&after=publication:20051001&status=GRANT&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US6955677B2,Multi-angular fastening apparatus and method for surgical bone screw/plate systems ,The University Of North Carolina At Chapel Hill,Laurence E. Dahners,2002-10-15,2002-10-15,2005-10-18,2005-10-18,https://patents.google.com/patent/US6955677B2/en
US6975898B2,"Medical imaging, diagnosis, and therapy using a scanning single optical fiber system ",University Of Washington,Eric J. Seibel,2000-06-19,2001-05-07,2005-12-13,2005-12-13,https://patents.google.com/patent/US6975898B2/en
US6979290B2,Apparatus and methods for coronary sinus access ,The Board Of Trustees Of The Leland Stanford Junior University,"Nicholas J. Mourlas, Christian Scott Eversull, Stephen Arie Leeflang, Asha Shrinivas Nayak, David John Miller",2002-05-30,2003-05-29,2005-12-27,2005-12-27,https://patents.google.com/patent/US6979290B2/en
US6979709B2,Continuous fiber of single-wall carbon nanotubes ,William Marsh Rice University,"Richard E. Smalley, Daniel T. Colbert, Hongjie Dai, Jie Liu, Andrew G. Rinzler, Jason H. Hafner, Kenneth A. Smith, Ting Guo, Pavel Nikolaev, Andreas Thess",1997-03-07,2001-12-28,2005-12-27,2005-12-27,https://patents.google.com/patent/US6979709B2/en
US6968107B2,Holey optical fibres ,University Of Southampton,"Walter Belardi, Kentaro Furusawa, Tanya Monro, David Richardson, Paul Turner",2000-08-18,2001-08-10,2005-11-22,2005-11-22,https://patents.google.com/patent/US6968107B2/en
US6961123B1,Method and apparatus for obtaining information from polarization-sensitive optical coherence tomography ,The Texas A&M University System,"Lihong Wang, Shuliang Jiao",2001-09-28,2002-09-27,2005-11-01,2005-11-01,https://patents.google.com/patent/US6961123B1/en
US6977630B1,Mobility assist device ,University Of Minnesota,"Max Donath, Craig R. Shankwitz, Heon Min Lim, Bryan Newstrom, Alec Gorjestani, Sameer Pardy, Lee Alexander, Pi-Ming Cheng",2000-07-18,2000-07-18,2005-12-20,2005-12-20,https://patents.google.com/patent/US6977630B1/en
US6958132B2,Systems and methods for optical actuation of microfluidics based on opto-electrowetting ,The Regents Of The University Of California,"Pei Yu Chiou, Ming C. Wu",2002-05-31,2002-05-31,2005-10-25,2005-10-25,https://patents.google.com/patent/US6958132B2/en
US6979328B2,Minimally invasive glaucoma surgical instrument and method ,The Regents Of The University Of California,"George Baerveldt, Roy Chuck",2001-01-18,2002-01-18,2005-12-27,2005-12-27,https://patents.google.com/patent/US6979328B2/en
US6967347B2,Terahertz interconnect system and applications ,The Regents Of The University Of Colorado,"Michael J. Estes, Garret Moddel",2001-05-21,2003-06-14,2005-11-22,2005-11-22,https://patents.google.com/patent/US6967347B2/en
US6977702B2,Reflective and transflective liquid crystal display using a wire grid polarizer ,University Of Central Florida,Shin-Tson Wu,2002-05-07,2003-05-02,2005-12-20,2005-12-20,https://patents.google.com/patent/US6977702B2/en
US6970909B2,Multi-protocol data communication system supporting wireless telephony and content delivery ,The Trustees Of Columbia University In The City Of New York,Henning Schulzrinne,2001-10-11,2001-10-11,2005-11-29,2005-11-29,https://patents.google.com/patent/US6970909B2/en
US6965044B1,Method of converting free fatty acids to fatty acid methyl esters with small excess of methanol ,Iowa State University Research Foundation,"Earl G. Hammond, Tong Wang",2001-07-06,2002-07-05,2005-11-15,2005-11-15,https://patents.google.com/patent/US6965044B1/en
US6974417B2,Ultrasound transducer array ,Queen's University At Kingston,"Geoffrey R. Lockwood, Christine E. Morton",2001-10-05,2002-10-04,2005-12-13,2005-12-13,https://patents.google.com/patent/US6974417B2/en
US6964686B2,Intervertebral disc replacement prosthesis ,Vanderbilt University,Jeffrey D. Gordon,1999-05-17,2002-09-05,2005-11-15,2005-11-15,https://patents.google.com/patent/US6964686B2/en
US6958255B2,Micromachined ultrasonic transducers and method of fabrication ,The Board Of Trustees Of The Leland Stanford Junior University,"Butrus T. Khuri-Yakub, Yongli Huang, Arif S. Ergun",2002-08-08,2003-08-07,2005-10-25,2005-10-25,https://patents.google.com/patent/US6958255B2/en
