search URL:,https://patents.google.com/?assignee=university&country=US&language=ENGLISH&before=publication:20040401&after=publication:20040101&status=GRANT&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US6699658B1,Yeast cell surface display of proteins and uses thereof ,Board Of Trustees Of The University Of Illinois,"K. Dane Wittrup, David M. Kranz, Michele Kieke, Eric T. Boder",1996-05-31,1998-01-20,2004-03-02,2004-03-02,https://patents.google.com/patent/US6699658B1/en
US6699724B1,Metal nanoshells for biosensing applications ,Wm. Marsh Rice University,"Jennifer L. West, Nancy J. Halas, Steven J. Oldenburg, Richard D. Averitt",1998-03-11,2000-07-14,2004-03-02,2004-03-02,https://patents.google.com/patent/US6699724B1/en
US6690816B2,Systems and methods for tubular object processing ,The University Of North Carolina At Chapel Hill,"Stephen R. Aylward, Elizabeth Bullitt, Stephen M. Pizer, Daniel Fritsch",2000-04-07,2001-04-09,2004-02-10,2004-02-10,https://patents.google.com/patent/US6690816B2/en
US6711436B1,"Compositions, apparatus and methods for facilitating surgical procedures ",Duke University,Francis G. Duhaylongsod,1997-08-08,1999-09-27,2004-03-23,2004-03-23,https://patents.google.com/patent/US6711436B1/en
US6711432B1,Computer-aided orthopedic surgery ,Carnegie Mellon University,"Norman M. Krause, Lee E. Weiss, Kenji Shimada, Takeo Kanade",2000-10-23,2000-10-23,2004-03-23,2004-03-23,https://patents.google.com/patent/US6711432B1/en
US6687266B1,Organic light emitting materials and devices ,"Universal Display Corporation, The University Of Southern California","Bin Ma, David B. Knowles, Cory S. Brown, Drew Murphy, Mark E. Thompson",2002-11-08,2002-11-08,2004-02-03,2004-02-03,https://patents.google.com/patent/US6687266B1/en
US6683783B1,Carbon fibers formed from single-wall carbon nanotubes ,William Marsh Rice University,"Richard E. Smalley, Daniel T. Colbert, Hongjie Dai, Jie Liu, Andrew G. Rinzler, Jason H. Hafner, Ken Smith, Ting Guo, Pavel Nikolaev, Andreas Thess",1997-03-07,1998-03-06,2004-01-27,2004-01-27,https://patents.google.com/patent/US6683783B1/en
US6701174B1,Computer-aided bone distraction ,Carnegie Mellon University,"Norman Krause, Robert W. Mendicino, Kenji Shimada, Lee Weiss, Takeo Kanade",2000-04-07,2000-04-07,2004-03-02,2004-03-02,https://patents.google.com/patent/US6701174B1/en
US6694163B1,"Method and system for producing interactive, three-dimensional renderings of selected body organs having hollow lumens to enable simulated movement through the lumen ",Wake Forest University Health Sciences,David J. Vining,1994-10-27,2000-06-15,2004-02-17,2004-02-17,https://patents.google.com/patent/US6694163B1/en
US6696220B2,"Template for room temperature, low pressure micro-and nano-imprint lithography ","Board Of Regents, The University Of Texas System","Todd Bailey, Byung J. Choi, Matthew Colburn, S. V. Sreenivasan, C. Grant Willson, John Ekerdt",2000-10-12,2001-10-12,2004-02-24,2004-02-24,https://patents.google.com/patent/US6696220B2/en
