search URL:,https://patents.google.com/?assignee=university&country=US&language=ENGLISH&before=publication:20060701&after=publication:20060401&status=GRANT&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US7025425B2,"Method, system, and computer program product for the evaluation of glycemic control in diabetes from self-monitoring data ",University Of Virginia Patent Foundation,"Boris P. Kovatchev, Daniel J. Cox",2000-03-29,2001-03-29,2006-04-11,2006-04-11,https://patents.google.com/patent/US7025425B2/en
US7029475B2,Spinal stabilization method ,Yale University,Manohar M. Panjabi,2003-05-02,2004-04-30,2006-04-18,2006-04-18,https://patents.google.com/patent/US7029475B2/en
US7058873B2,Encoding method using a low density parity check code with a column weight of two ,Carnegie Mellon University,"Hongwei Song, Vijayakumar Bhagavatula, JingFeng Liu",2002-11-07,2002-11-07,2006-06-06,2006-06-06,https://patents.google.com/patent/US7058873B2/en
US7027848B2,Apparatus and method for non-invasive spectroscopic measurement of analytes in tissue using a matched reference analyte ,"Inlight Solutions, Inc., University Of New Mexico","Mark Ries Robinson, Cliona Fleming, Howland Jones, Mark Rohrscheib",2002-04-04,2002-04-04,2006-04-11,2006-04-11,https://patents.google.com/patent/US7027848B2/en
US7045337B2,In vivo incorporation of unnatural amino acids ,"The Scripps Research Institute, The Regents Of The University Of California","Peter Schultz, Lei Wang, John Christopher Anderson, Jason William Chin, David R. Liu, Thomas J. Magliery, Eric L. Meggers, Ryan A. Mehl, Miro Pastrnak, Steven William Santoro, Zhiwen Zhang",2001-04-19,2002-04-19,2006-05-16,2006-05-16,https://patents.google.com/patent/US7045337B2/en
US7066879B2,Insertable device and system for minimal access procedure ,The Trustees Of Columbia University In The City Of New York,"Dennis L. Fowler, Peter K. Allen, Andrew T. Miller",2003-07-15,2003-07-15,2006-06-27,2006-06-27,https://patents.google.com/patent/US7066879B2/en
US7024235B2,"Specially configured nasal pulse oximeter/photoplethysmography probes, and combined nasal probe/cannula, selectively with sampler for capnography, and covering sleeves for same ","University Of Florida Research Foundation, Inc., Beta Biomed Services, Inc.","Richard J. Melker, Joachim S. Gravenstein, George Worley",2002-06-20,2003-12-30,2006-04-04,2006-04-04,https://patents.google.com/patent/US7024235B2/en
US7045108B2,Method for fabricating carbon nanotube yarn ,"Tsinghua University, Hon Hai Precision Ind. Co., Ltd.","KaiLi Jiang, Shoushan Fan, QunQing Li",2002-09-16,2002-12-31,2006-05-16,2006-05-16,https://patents.google.com/patent/US7045108B2/en
US7033603B2,Drug releasing biodegradable fiber for delivery of therapeutics ,Board Of Regents The University Of Texas,"Kevin D. Nelson, Brent B. Crow",1999-08-06,2003-05-02,2006-04-25,2006-04-25,https://patents.google.com/patent/US7033603B2/en
US7037687B2,Method of determining the nucleotide sequence of oligonucleotides and DNA molecules ,"Arizona Board Of Regents, University Of Alberta","Peter Williams, Mark A. Hayes, Seth D. Rose, Linda B. Bloom, Linda J. Reha-Krantz, Vincent B. Pizziconi",1998-05-01,2002-08-28,2006-05-02,2006-05-02,https://patents.google.com/patent/US7037687B2/en
US7056455B2,Process for the preparation of nanostructured materials ,Carnegie Mellon University,"Krzysztof Matyjaszewski, Tomasz Kowalewski, David N. Lambeth, James Spanswick, Nicolay V. Tsarevsky",2001-04-06,2002-04-06,2006-06-06,2006-06-06,https://patents.google.com/patent/US7056455B2/en
US7023735B2,Methods of increasing the reliability of a flash memory ,Ramot At Tel-Aviv University Ltd.,"Amir Ban, Simon Litsyn, Idan Alrod",2003-06-17,2004-06-16,2006-04-04,2006-04-04,https://patents.google.com/patent/US7023735B2/en
US7058628B1,Method for node ranking in a linked database ,The Board Of Trustees Of The Leland Stanford Junior University,Lawrence Page,1997-01-10,2001-07-02,2006-06-06,2006-06-06,https://patents.google.com/patent/US7058628B1/en
US7048014B2,Methods for creating woven devices ,"Board Of Regents, The University Of Texas System","Hideki Hyodoh, Andras Konya, Kenneth C. Wright",1999-02-01,2002-09-16,2006-05-23,2006-05-23,https://patents.google.com/patent/US7048014B2/en
US7054064B2,Optical polarizer and method for fabricating such optical polarizer ,"Tsinghua University, Hon Hai Precision Ind. Co., Ltd.","Kai-Li Jiang, Shou-Shan Fan, Qun-Qing Li",2002-09-10,2002-12-31,2006-05-30,2006-05-30,https://patents.google.com/patent/US7054064B2/en
US7022831B1,Regulation of BCL-2 gene expression ,The Trustees Of The University Of Pennsylvania,John C. Reed,1988-12-22,1999-08-17,2006-04-04,2006-04-04,https://patents.google.com/patent/US7022831B1/en
US7061622B2,Aspects of basic OCT engine technologies for high speed optical coherence tomography and light source and other improvements in optical coherence tomography ,"Case Western Reserve University, University Hospitals Of Cleveland","Andrew M. Rollins, Joseph A. Izatt, Volker Westphal, Siavash Yazdanfar",2001-08-03,2002-08-05,2006-06-13,2006-06-13,https://patents.google.com/patent/US7061622B2/en
US7041481B2,Chemical amplification based on fluid partitioning ,The Regents Of The University Of California,"Brian L. Anderson, Billy W. Colston, Jr., Chris Elkin",2003-03-14,2003-03-14,2006-05-09,2006-05-09,https://patents.google.com/patent/US7041481B2/en
US7022077B2,Systems and methods for making noninvasive assessments of cardiac tissue and parameters ,"Allez Physionix Ltd., University Of Washington","Pierre D. Mourad, Michel Kliot, Rex Patterson, Alec Rooke",2000-11-28,2003-07-01,2006-04-04,2006-04-04,https://patents.google.com/patent/US7022077B2/en
US7048999B2,Method for producing self-assembled objects comprising single-wall carbon nanotubes and compositions thereof ,Wiiliam Marsh Rice University,"Richard E. Smalley, Daniel T. Colbert, Hongjie Dai, Jie Liu, Andrew G. Rinzler, Jason H. Hafner, Kenneth A. Smith, Ting Guo, Pavel Nikolaev, Andreas Thess",1997-03-07,2001-12-28,2006-05-23,2006-05-23,https://patents.google.com/patent/US7048999B2/en
US7025746B2,Vascular access device ,Yale University,Michael Tal,2001-12-26,2002-12-24,2006-04-11,2006-04-11,https://patents.google.com/patent/US7025746B2/en
US7047055B2,Fetal pulse oximetry ,"The General Hospital Corporation, The University","David Alan Boas, Anna Zourabian",2000-01-28,2001-01-26,2006-05-16,2006-05-16,https://patents.google.com/patent/US7047055B2/en
US7042615B2,Electrochromic devices based on lithium insertion ,The Regents Of The University Of California,Thomas J. Richardson,2002-05-17,2003-05-19,2006-05-09,2006-05-09,https://patents.google.com/patent/US7042615B2/en
US7066173B2,Medical ventilator and method of controlling same ,"University Of Florida Research Foundation, Inc.","Michael J. Banner, Paul B. Blanch, Neil R. Euliano, Jose C. Principe",1999-06-30,2003-04-04,2006-06-27,2006-06-27,https://patents.google.com/patent/US7066173B2/en
US7053737B2,Stress bimorph MEMS switches and methods of making same ,"Hrl Laboratories, Llc, The Regents Of The University Of California","Robert N. Schwartz, Ming Wu, Tsung-Yuan Hsu, Adele E. Schmitz, Robert Y. Loo, James H. Schaffner, Gregory L. Tangonan",2001-09-21,2002-09-19,2006-05-30,2006-05-30,https://patents.google.com/patent/US7053737B2/en
US7041077B2,Uveoscleral drainage device ,Yale University,Milton B. Shields,2002-07-19,2003-07-21,2006-05-09,2006-05-09,https://patents.google.com/patent/US7041077B2/en
US7068874B2,Microfluidic sorting device ,The Regents Of The University Of California,"Mark Wang, Erhan Polatkan Ata, Sadik C. Esener",2000-11-28,2004-05-18,2006-06-27,2006-06-27,https://patents.google.com/patent/US7068874B2/en
US7061856B2,Data throughput over lossy communication links ,The Board Of Trustees Of The Leland Stanford Junior University,Debarag N. Banerjee,2001-02-05,2002-02-05,2006-06-13,2006-06-13,https://patents.google.com/patent/US7061856B2/en
US7042184B2,Microrobot for surgical applications ,Board Of Regents Of The University Of Nebraska,"Dmitry Oleynikov, Shane Farritor, Adnan Hadzialic, Stephen R. Platt",2003-07-08,2003-07-08,2006-05-09,2006-05-09,https://patents.google.com/patent/US7042184B2/en
US7058197B1,Multi-variable model for identifying crop response zones in a field ,Board Of Trustees Of The University Of Illinois,"John Dennis McGuire, Randall Scott Pearson",1999-11-04,1999-11-04,2006-06-06,2006-06-06,https://patents.google.com/patent/US7058197B1/en
