search URL:,https://patents.google.com/?assignee=university&country=US&language=ENGLISH&before=publication:20100601&after=publication:20100401&status=GRANT&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US7704480B2,Method for making carbon nanotube yarn ,"Tsinghua University, Hon Hai Precision Industry Co., Ltd.","Kai-Li Jiang, Shou-Shan Fan",2005-12-16,2006-10-26,2010-04-27,2010-04-27,https://patents.google.com/patent/US7704480B2/en
US7723662B2,Microscopy arrangements and approaches ,The Board Of Trustees Of The Leland Stanford Junior University,"Marc S. Levoy, Yi-Ren Ng, Mark A. Horowitz",2005-10-07,2006-10-06,2010-05-25,2010-05-25,https://patents.google.com/patent/US7723662B2/en
US7723684B1,Carbon nanotube based detector ,The Regents Of The University Of California,"Robert C. Haddon, Mikhail E. Itkis",2007-01-30,2007-01-30,2010-05-25,2010-05-25,https://patents.google.com/patent/US7723684B1/en
US7691658B2,"Method for improved growth of semipolar (Al,In,Ga,B)N ","The Regents Of The University Of California, Japan Science And Technology Agency","John F. Kaeding, Dong-Seon Lee, Michael Iza, Troy J. Baker, Hitoshi Sato, Benjamin A. Haskell, James S. Speck, Steven P. DenBaars, Shuji Nakamura",2006-01-20,2007-01-19,2010-04-06,2010-04-06,https://patents.google.com/patent/US7691658B2/en
US7704369B2,Electrolysis of carbon dioxide in aqueous media to carbon monoxide and hydrogen for production of methanol ,University Of Southern California,"George A. Olah, G. K. Surya Prakash",2007-07-13,2008-07-11,2010-04-27,2010-04-27,https://patents.google.com/patent/US7704369B2/en
US7707032B2,Method and system for matching speech data ,National Cheng Kung University,"Jhing-Fa Wang, Po-Chuan Lin, Li-Chang Wen",2005-10-20,2005-10-20,2010-04-27,2010-04-27,https://patents.google.com/patent/US7707032B2/en
US7715723B2,Information-processing system using free-space optical communication and free-space optical communication system ,"Japan Science And Technology Agency, National University Corporation NARA Institute of Science and Technology","Keiichiro Kagawa, Yuki Maeda, Jun Ohta",2004-08-05,2005-07-27,2010-05-11,2010-05-11,https://patents.google.com/patent/US7715723B2/en
US7704763B2,Highly efficient group-III nitride based light emitting diodes via fabrication of structures on an N-face surface ,"The Regents Of The University Of California, Japan Science And Technology Agency","Tetsuo Fujii, Yan Gao, Evelyn L. Hu, Shuji Nakamura",2003-12-09,2003-12-09,2010-04-27,2010-04-27,https://patents.google.com/patent/US7704763B2/en
US7704684B2,Methods and devices for fabricating three-dimensional nanoscale structures ,The Board Of Trustees Of The University Of Illinois,"John A. Rogers, Seokwoo Jeon, Jangung Park",2003-12-01,2004-12-01,2010-04-27,2010-04-27,https://patents.google.com/patent/US7704684B2/en
US7691995B2,In vivo production of small interfering RNAS that mediate gene silencing ,University Of Massachusetts,"Phillip D. Zamore, Juanita McLachlan, Gyorgy Hutvagner, Alla Grishok, Craig C. Mello",2001-07-12,2002-07-12,2010-04-06,2010-04-06,https://patents.google.com/patent/US7691995B2/en
US7710649B2,Optical polarizer and method for fabricating the same ,"Tsinghua University, Hon Hai Precision Industry Co., Ltd.","Chen Feng, Kai-Li Jiang, Liang Liu, Xiao-Bo Zhang, Shou-Shan Fan",2007-03-30,2007-12-14,2010-05-04,2010-05-04,https://patents.google.com/patent/US7710649B2/en
US7699909B2,Systems and methods for extraction of carbon dioxide from air ,The Trustees Of Columbia University In The City Of New York,"Klaus S. Lackner, Frank S. Zeman",2004-05-04,2005-05-04,2010-04-20,2010-04-20,https://patents.google.com/patent/US7699909B2/en
US7702380B1,System and method for producing a three-dimensional model ,Case Western Reserve University,Howard David Dean,1999-11-03,2000-11-03,2010-04-20,2010-04-20,https://patents.google.com/patent/US7702380B1/en
US7713287B2,Dynamic spine stabilizer ,"Applied Spine Technologies, Inc., Yale University","Jens Peter Timm, Manohar M. Panjabi",2003-05-02,2005-05-19,2010-05-11,2010-05-11,https://patents.google.com/patent/US7713287B2/en
US7705280B2,Multispectral plasmonic crystal sensors ,The Board Of Trustees Of The University Of Illinois,"Ralph G. Nuzzo, John A. Rogers, Nathan H. Mack, Matthew Stewart, Viktor Malyarchuk, Jimin Yao",2006-07-25,2007-07-25,2010-04-27,2010-04-27,https://patents.google.com/patent/US7705280B2/en
US7722539B2,Treatment of unwanted tissue by the selective destruction of vasculature providing nutrients to the tissue ,"University Of Washington, Mirabilis Medica","Stephen J. Carter, Shahram Vaezy, Roy W. Martin, George W. Keilman, Lawrence A. Crum",1998-09-18,2005-08-18,2010-05-25,2010-05-25,https://patents.google.com/patent/US7722539B2/en
US7695926B2,Methods and compositions for detecting receptor-ligand interactions in single cells ,The Board Of Trustees Of The Leland Stanford Junior University,"Omar D. Perez, Garry P. Nolan",2001-07-10,2007-01-18,2010-04-13,2010-04-13,https://patents.google.com/patent/US7695926B2/en
US7709284B2,"Method for deposition of magnesium doped (Al, In, Ga, B)N layers ",The Regents Of The University Of California,"Michael Iza, Hitoshi Sato, Steven P. DenBaars, Shuji Nakamura",2006-08-16,2007-08-16,2010-05-04,2010-05-04,https://patents.google.com/patent/US7709284B2/en
