search URL:,https://patents.google.com/?assignee=university&country=US&language=ENGLISH&before=publication:20101001&after=publication:20100801&status=GRANT&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US7791440B2,Microfabricated system for magnetic field generation and focusing ,"Agency For Science, Technology And Research, Nanyang Technological University","Qasem Ramadan, Victor Samper, Daniel Puiu Poenar, Chen Yu",2004-06-09,2004-11-12,2010-09-07,2010-09-07,https://patents.google.com/patent/US7791440B2/en
US7805210B2,Synchronizing multi-channel speakers over a network ,"National University Of Ireland, Galway","Alex Cucos, Peter Corcoran",2004-11-18,2005-11-10,2010-09-28,2010-09-28,https://patents.google.com/patent/US7805210B2/en
US7771824B2,Bridged graphite oxide materials ,The Trustees Of Princeton University,"Margarita Herrera-Alonso, Michael J. McAllister, Ilhan A. Aksay, Robert K. Prud'homme",2007-09-04,2008-09-04,2010-08-10,2010-08-10,https://patents.google.com/patent/US7771824B2/en
US7786086B2,Peptide nanostructures containing end-capping modified peptides and methods of generating and using the same ,Ramot At Tel-Aviv University Ltd.,"Meital Reches, Ehud Gazit",2004-09-08,2005-09-08,2010-08-31,2010-08-31,https://patents.google.com/patent/US7786086B2/en
US7802384B2,Method and device for excavating submerged stratum ,"Japan Drilling Co., Ltd., Tohoku University, National University Corporation The University Of Electro-Communications","Toshio Kobayashi, Kazuyoshi Takayama, Ken-ichi Ueda, Kazuhisa Otomo, Shigehito Uetake",2005-04-27,2006-03-16,2010-09-28,2010-09-28,https://patents.google.com/patent/US7802384B2/en
US7805518B1,Method and system for reputation management in peer-to-peer networks ,The Board Of Trustees Of The Leland Stanford Junior University,"Sepandar D. Kamvar, Mario T. Schlosser",2003-11-14,2004-11-15,2010-09-28,2010-09-28,https://patents.google.com/patent/US7805518B1/en
US7774060B2,System for providing emergency medical care with real-time instructions and associated methods ,"University Of Utah Research Foundation, Axon Medical, Inc.","Dwayne R. Westenskow, Joseph A. Orr, Noah Syroid, Daniel Snell, James Agutter, Frank Drews, Srinath Lingutla, Santosh Balakrishnan, Kai Kuck, Lara Brewer",2002-12-20,2005-06-20,2010-08-10,2010-08-10,https://patents.google.com/patent/US7774060B2/en
US7785785B2,Charge perturbation detection system for DNA and other molecules ,The Board Of Trustees Of The Leland Stanford Junior University,"Nader Pourmand, Ronald W. Davis, Miloslav Karhanek",2004-11-12,2005-11-10,2010-08-31,2010-08-31,https://patents.google.com/patent/US7785785B2/en
US7792770B1,Method to indentify anomalous data using cascaded K-Means clustering and an ID3 decision tree ,"Louisiana Tech Research Foundation; A Division Of Louisiana Tech University Foundation, Inc.","Vir V. Phoha, Kiran S. Balagani",2007-08-24,2008-02-25,2010-09-07,2010-09-07,https://patents.google.com/patent/US7792770B1/en
US7781397B2,Human plasma hyaluronidase ,The Regents Of The University Of California,"Robert Stern, Gregory I. Frost, Anthony Csoka, Tim M. Wong",1996-10-17,2006-10-03,2010-08-24,2010-08-24,https://patents.google.com/patent/US7781397B2/en
US7767017B2,Multi-phasic nanoparticles ,The Regents Of The University Of Michigan,"Joerg Lahann, David C. Martin, Kyung-Ho Rob",2004-11-10,2005-11-10,2010-08-03,2010-08-03,https://patents.google.com/patent/US7767017B2/en
US7776344B2,Methods related to immunostimulatory nucleic acid-induced interferon ,"University Of Iowa Research Foundation, Coley Pharmaceutical Gmbh, Coley Pharmaceutical Group, Inc.","Gunther Hartmann, Robert L. Bratzler, Arthur M. Krieg",1999-09-27,2005-07-08,2010-08-17,2010-08-17,https://patents.google.com/patent/US7776344B2/en
US7776326B2,Methods and compositions for treating neuropathies ,Washington University,"Jeffrey Milbrandt, Toshiyuki Araki, Yo Sasaki",2004-06-04,2005-06-03,2010-08-17,2010-08-17,https://patents.google.com/patent/US7776326B2/en
US7773784B2,Revocable biometrics with robust distance metrics ,University Of Colorado Board Of Regents,Terrance Edward Boult,2004-10-15,2005-10-14,2010-08-10,2010-08-10,https://patents.google.com/patent/US7773784B2/en
US7785606B2,"Genetically engineered clostridial genes, proteins encoded by the engineered genes, and uses thereof ",New York University,"Konstantin Ichtchenko, Philip A. Band",2004-11-22,2005-11-22,2010-08-31,2010-08-31,https://patents.google.com/patent/US7785606B2/en
US7803262B2,Alignment of carbon nanotubes using magnetic particles ,Florida State University Research Foundation,"Yousef Haik, Jhunu Chatterjee, Ching-Jen Chen",2004-04-23,2004-04-23,2010-09-28,2010-09-28,https://patents.google.com/patent/US7803262B2/en
US7777005B2,"Compositions, kits, and methods relating to the human FEZ1 gene, a novel tumor suppressor gene ",Thomas Jefferson University,"Carlo M Croce, Hideshi Ishii",1999-02-25,2006-11-21,2010-08-17,2010-08-17,https://patents.google.com/patent/US7777005B2/en
US7765869B2,Combined accelerometer and gyroscope system ,Konkuk University Industrial Cooperation Corp.,"Sang Kyung SUNG, Young Jae Lee, Tae Sam KANG",2007-07-19,2007-12-14,2010-08-03,2010-08-03,https://patents.google.com/patent/US7765869B2/en
US7794469B2,Adjustable universal surgical platform ,Vanderbilt University,"Changquing C. Kao, J. Michael Fitzpatrick, Robert F. Labadie, Peter E. KONRAD",2005-11-07,2006-11-07,2010-09-14,2010-09-14,https://patents.google.com/patent/US7794469B2/en
US7777505B2,Nanopore platforms for ion channel recordings and single molecule detection and analysis ,University Of Utah Research Foundation,"Henry S. White, Ryan J. White, Eric N. Ervin",2006-05-05,2007-05-02,2010-08-17,2010-08-17,https://patents.google.com/patent/US7777505B2/en
US7776505B2,High resolution resists for next generation lithographies ,The University Of North Carolina At Charlotte,Kenneth E. Gonsalves,2001-11-05,2005-09-14,2010-08-17,2010-08-17,https://patents.google.com/patent/US7776505B2/en
US7799554B2,Lateral flow devices ,The Board Of Trustees Of The University Of Illinois,"Debapriya Mazumdar, Juewen Liu, Yi Lu",2006-03-16,2007-03-15,2010-09-21,2010-09-21,https://patents.google.com/patent/US7799554B2/en
US7804998B2,Markerless motion capture system ,The Board Of Trustees Of The Leland Stanford Junior University,"Lars Mündermann, Stefano Corazza, Thomas P. Andriacchi",2006-03-09,2007-03-09,2010-09-28,2010-09-28,https://patents.google.com/patent/US7804998B2/en
US7772162B2,Use of fluorocarbon surfactants to improve the productivity of gas and gas condensate wells ,"Board Of Regents, The University Of Texas System, 3M Innovative Properties Company","Gary A. Pope, Mukul M. Sharma, Viren Kumar, Jimmie R. Baran",2006-03-27,2008-08-04,2010-08-10,2010-08-10,https://patents.google.com/patent/US7772162B2/en
US7799120B2,Metal-organic frameworks with exceptionally high capacity for storage of carbon dioxide at room-temperature ,The Regents Of The University Of Michigan,"Omar M. Yaghi, Andrew Robert Millward",2005-09-26,2006-09-26,2010-09-21,2010-09-21,https://patents.google.com/patent/US7799120B2/en
US7768790B2,Electronic circuit ,Keio University,"Tadahiro Kuroda, Daisuke Mizoguchi, Yusmeeraz Binti Yusof, Noriyuki Miura, Takayasu Sakurai",2004-02-13,2005-02-14,2010-08-03,2010-08-03,https://patents.google.com/patent/US7768790B2/en
US7780699B2,Vascular wound closure device and method ,Loma Linda University Medical Center,"Yong Hua Zhu, Wolff M. Kirsch",2000-08-02,2003-06-16,2010-08-24,2010-08-24,https://patents.google.com/patent/US7780699B2/en
US7794584B2,pH-change sensor and method ,The Research Foundation Of State University Of New York,"Vamsy P. Chodavarapu, Alexander N. Cartwright, Albert H. Titus, Rachel M. Bukowski, Frank V. Bright",2005-10-12,2006-10-12,2010-09-14,2010-09-14,https://patents.google.com/patent/US7794584B2/en
US7782573B2,Trellis-based feedback reduction for multiple input multiple output orthogonal frequency division multiplexing (MIMO-OFDM) with rate-limited feedback ,University Of Connecticut,"Shengli Zhou, Baosheng Li, Peter Willett",2005-11-17,2006-11-15,2010-08-24,2010-08-24,https://patents.google.com/patent/US7782573B2/en
US7790463B2,Methods of determining whether a pregnant woman is at risk of developing preeclampsia ,"Yale University, The United States Of America As Represented By The Department Of Health And Human Services","Gil G. Mor, Donna Neale, Roberto Romero",2006-02-02,2006-02-02,2010-09-07,2010-09-07,https://patents.google.com/patent/US7790463B2/en
US7785180B1,"Method, apparatus, and system for object recognition, object segmentation and knowledge acquisition ",Carnegie Mellon University,"Luis Von Ahn, Ruoran Liu, Manuel Blum, Alexei A. Efros, Maria Manuela Veloso",2005-07-15,2006-07-14,2010-08-31,2010-08-31,https://patents.google.com/patent/US7785180B1/en
US7805195B2,"Respiratory triggered, bilateral laryngeal stimulator to restore normal ventilation in vocal fold paralysis ",Vanderbilt University,David L. Zealear,2005-03-24,2006-03-24,2010-09-28,2010-09-28,https://patents.google.com/patent/US7805195B2/en
US7786946B2,Hollow dielectric pipe polyrod antenna ,Arizona Board Of Regents For And On Behalf Of Arizona State University,"Rodolfo E. Diaz, Mingyue Shen, Jeffrey W. Peebles",2006-12-22,2007-12-21,2010-08-31,2010-08-31,https://patents.google.com/patent/US7786946B2/en
US7778948B2,Mapping each of several communicative functions during contexts to multiple coordinated behaviors of a virtual character ,University Of Southern California,"W. Lewis Johnson, Hannes Högni Vilhjálmsson",2005-06-02,2006-10-18,2010-08-17,2010-08-17,https://patents.google.com/patent/US7778948B2/en
US7783183B2,Systems and methods for reducing rain effects in images ,The Trustees Of Columbia University In The City Of New York,"Kshitiz Garg, Shree K. Nayar",2005-03-16,2009-12-22,2010-08-24,2010-08-24,https://patents.google.com/patent/US7783183B2/en
US7801841B2,"Method, system and software arrangement for reconstructing formal descriptive models of processes from functional/modal data using suitable ontology ",New York University,"Bhubaneswar Mishra, Marco Antoniotti, Naren Ramakrishnan",2005-06-20,2006-06-20,2010-09-21,2010-09-21,https://patents.google.com/patent/US7801841B2/en
US7767260B2,Monodisperse core/shell and other complex structured nanocrystals and methods of preparing the same ,The Board Of Trustees Of The University Of Arkansas,"Xiaogang Peng, Jianqing Li, David Battaglia, Y. Andrew Wang, Yunjun Wang",2003-01-22,2004-01-22,2010-08-03,2010-08-03,https://patents.google.com/patent/US7767260B2/en
US7774931B2,Method of fabricating an integrated intraocular retinal prosthesis device ,"California Institute Of Technology, University Of Southern California","Yu-Chong Tai, Damien C. Rodger, Wen Li, Mark Humayun, James D. Weiland, Hossein Ameri, Armand R. Tanguay, Jr.",2005-04-28,2006-04-28,2010-08-17,2010-08-17,https://patents.google.com/patent/US7774931B2/en
US7767221B2,"Multi-phased, biodegradable and osteointegrative composite scaffold for biological fixation of musculoskeletal soft tissue to bone ",The Trustees Of Columbia University In The City Of New York,"Helen H. Lu, Jeffrey Spalazzi, Kathie Dionisio",2004-03-05,2005-03-04,2010-08-03,2010-08-03,https://patents.google.com/patent/US7767221B2/en
US7799531B2,Detecting fetal chromosomal abnormalities using tandem single nucleotide polymorphisms ,University Of Louisville Research Foundation,"Aoy Tomita Mitchell, Michael Mitchell",2006-02-28,2007-02-28,2010-09-21,2010-09-21,https://patents.google.com/patent/US7799531B2/en
US7769183B2,System and method for automatic room acoustic correction in multi-channel audio environments ,University Of Southern California,"Sunil Bharitkar, Chris Kyriakakis",2002-06-21,2003-06-20,2010-08-03,2010-08-03,https://patents.google.com/patent/US7769183B2/en
US7772383B2,Chemical PCR: Compositions for enhancing polynucleotide amplification reactions ,The Trustees Of Princeton University,"Raj Chakrabarti, Clarence Schutt",2002-01-25,2004-03-03,2010-08-10,2010-08-10,https://patents.google.com/patent/US7772383B2/en
US7794731B2,Use of flagellin in the immunotherapy of Yersinia pestis ,Wake Forest University Health Sciences,"Steven B. Mizel, Anna Nichole Honko",2004-12-16,2005-12-16,2010-09-14,2010-09-14,https://patents.google.com/patent/US7794731B2/en
US7796243B2,Detection and monitoring of changes in mineralized tissues or calcified deposits by optical coherence tomography and Raman spectroscopy ,"National Research Council Of Canada, Dalhousie University, University Of Manitoba","Lin-P'ing Choo-Smith, Alex C. T. Ko, Mark Hewko, Lorenzo Leonardi, Blaine Cleghorn, Cecilia Dong",2004-06-09,2005-06-09,2010-09-14,2010-09-14,https://patents.google.com/patent/US7796243B2/en
US7776130B2,pH-controlled photosynthesis of silver nanoprisms ,Northwestern University,"Chad A. Mirkin, Can Xue",2006-06-19,2007-06-18,2010-08-17,2010-08-17,https://patents.google.com/patent/US7776130B2/en
US7781226B2,Particle on membrane assay system ,The Board Of Regents Of The University Of Texas System,"John T. McDevitt, Nick Christodoulides, Pierre Floriano, Karri L. Ballard, Bruce Bernard, Glenn Simmons",2004-02-27,2004-12-22,2010-08-24,2010-08-24,https://patents.google.com/patent/US7781226B2/en
US7768023B2,Photonic structures for efficient light extraction and conversion in multi-color light emitting devices ,The Regents Of The University Of California,"Frédéric S. Diana, Aurélien J. F. David, Pierre M. Petroff, Claude C. A. Weisbuch",2005-10-14,2005-10-14,2010-08-03,2010-08-03,https://patents.google.com/patent/US7768023B2/en
US7772796B2,Robotic devices with agent delivery components and related methods ,Board Of Regents Of The University Of Nebraska,"Shane M. Farritor, Dmitry Oleynikov, Stephen R. Platt, Mark Rentschler, Jason Dumpert, Adnan Hadzialic, Nathan A. Wood",2003-07-08,2007-11-29,2010-08-10,2010-08-10,https://patents.google.com/patent/US7772796B2/en
US7790869B2,Massive parallel method for decoding DNA and RNA ,The Trustees Of Columbia University In The City Of New York,"Jingyue Ju, Zengmin Li, John Robert Edwards, Yasuhiro Itagaki",2000-10-06,2007-06-05,2010-09-07,2010-09-07,https://patents.google.com/patent/US7790869B2/en
US7787681B2,Systems and methods for robotic transport ,The Trustees Of Columbia University In The City Of New York,"Jian Zhang, Alessio Salerno, Nabil Simaan, Y. Lawrence Yao, Gerhard Randers-Pehrson, Guy Garty, Aparajita Dutta, David J. Brenner",2006-08-25,2007-08-24,2010-08-31,2010-08-31,https://patents.google.com/patent/US7787681B2/en
US7781713B2,Method for calibrating a lighting control system that facilitates daylight harvesting ,The Regents Of The University Of California,"Konstantinos Papamichael, Keith Graeber, Erik Page, Michael Siminovitch",2006-02-08,2007-02-08,2010-08-24,2010-08-24,https://patents.google.com/patent/US7781713B2/en
US7803349B1,Method and apparatus for hydrogen production from water ,"University Of Central Florida Research Foundation, Inc.",Nazim Z. Muradov,2005-06-08,2006-06-02,2010-09-28,2010-09-28,https://patents.google.com/patent/US7803349B1/en
US7767435B2,Method and device for biochemical detection and analysis of subcellular compartments from a single cell ,University Of Washington,"Daniel T. Chiu, Bingyun Sun, James Patrick Shelby, John Scott Edgar, Gavin Jeffries, Robert M. Lorenz, Jason S. Kuo, Mingyan He, Peter B. Allen, Sarah Mutch, Christopher L. Kuyper, Gina S. Fiorini, David S. W. Lim",2003-08-25,2004-08-25,2010-08-03,2010-08-03,https://patents.google.com/patent/US7767435B2/en
US7767191B2,Combustion looping using composite oxygen carriers ,The Ohio State University,"Theodore J. Thomas, Liang-Shih Fan, Puneet Gupta, Luis Gilberto Velazquez-Vargas",2003-12-11,2004-12-13,2010-08-03,2010-08-03,https://patents.google.com/patent/US7767191B2/en
US7792126B1,Distributed monitoring and control system ,"EmNet, LLC, University Of Notre Dame Du Lac","Luis A. Montestruque, Michael D. Lemmon, Jeffrey W. Talley",2005-05-19,2006-05-19,2010-09-07,2010-09-07,https://patents.google.com/patent/US7792126B1/en
US7796607B2,Scalable multiprotocol label switching based virtual private networks and methods to implement the same ,"At&T Intellectual Property I, L.P., Trustees Of Princeton University","Alexandre Gerber, Subhabrata Sen, Carsten Lund, Dan Pei, Mohammadtaghi Hajiaghayi, Changhoon Kim",2008-05-30,2008-05-30,2010-09-14,2010-09-14,https://patents.google.com/patent/US7796607B2/en
US7803221B2,Ink for ceramic surfaces ,"DIP Tech LTd.., Yissum Research Development Company Of The Hebrew University Of Jerusalem","Shlomo Magdassi, Gera Eron, Yelena Vinetsky",2003-08-25,2004-08-24,2010-09-28,2010-09-28,https://patents.google.com/patent/US7803221B2/en
US7790449B2,"Adeno-associated virus (AAV) serotype 8 sequences, vectors containing the same, and uses therefor ",The Trustees Of The University Of Pennsylvania,"Guangping Gao, James M. Wilson, Mauricio R. Alvira",2001-12-17,2007-09-06,2010-09-07,2010-09-07,https://patents.google.com/patent/US7790449B2/en
US7772203B2,Methods and compositions for controlling efficacy of RNA silencing ,University Of Massachusetts,"Phillip D. Zamore, Guiliang Tang",2003-06-02,2008-07-14,2010-08-10,2010-08-10,https://patents.google.com/patent/US7772203B2/en
US7801031B2,Rerouting for double-link failure recovery in an internet protocol network ,Polytechnic Institute Of New York University,"Hung-Hsiang Jonathan Chao, Kang Xi",2006-11-02,2007-11-02,2010-09-21,2010-09-21,https://patents.google.com/patent/US7801031B2/en
US7769213B2,Apparatus for predicting bone fracture risk ,Aberdeen University Research And Innovation,"Jennifer Susan Gregory, Richard Malcolm Aspden, David Macaulay Reid",2003-10-31,2004-11-01,2010-08-03,2010-08-03,https://patents.google.com/patent/US7769213B2/en
US7785279B2,"Wearable action-assist device, and method and program for controlling wearable action-assist device ",University Of Tsukuba,Yoshiyuki Sankai,2003-08-21,2004-08-13,2010-08-31,2010-08-31,https://patents.google.com/patent/US7785279B2/en
US7772433B2,SARMS and method of use thereof ,University Of Tennessee Research Foundation,"James T. Dalton, Duane D. Miller",2002-02-28,2007-04-16,2010-08-10,2010-08-10,https://patents.google.com/patent/US7772433B2/en
US7778815B2,Method for the fast exploration of bus-based communication architectures at the cycle-count-accurate-at-transaction-boundaries (CCATB) abstraction ,The Regents Of The University Of California,"Sudeep Pasricha, Nikil Dutt, Mohamed Ben-Romdhane",2005-05-26,2005-05-26,2010-08-17,2010-08-17,https://patents.google.com/patent/US7778815B2/en
US7800673B2,"Solid-state imaging device, optical sensor and method of operating solid-state imaging device ",National University Corporation Tohoku University,"Shigetoshi Sugawa, Satoru Adachi, Kyoichi Yahata, Tatsuya Terada",2004-04-12,2005-04-12,2010-09-21,2010-09-21,https://patents.google.com/patent/US7800673B2/en
US7789560B2,Method and device for delivering radiotherapy ,Loma Linda University Medical Center,Michael F. Moyers,2001-10-30,2008-02-19,2010-09-07,2010-09-07,https://patents.google.com/patent/US7789560B2/en
US7769803B2,Parallel data processing architecture ,University Of Tennessee Research Foundation,"John D. Birdwell, Tse-Wei Wang, Roger D. Horn, Puneet Yadav, David J. Icove",1999-09-28,2008-01-02,2010-08-03,2010-08-03,https://patents.google.com/patent/US7769803B2/en
US7799310B2,Systems and methods for generating sulfuric acid ,The Trustees Of Columbia University In The City Of New York,"Klaus S. Lackner, Tim A. Rappold",2006-04-07,2007-04-05,2010-09-21,2010-09-21,https://patents.google.com/patent/US7799310B2/en
US7776916B2,Nitrated lipids and methods of making and using thereof ,"The Uab Research Foundation, University Of Oregon","Bruce A. Freeman, Francisco Schopfer, Valerie O'Donnell, Paul Baker, Yuqing E. Chen, Bruce Branchaud",2004-04-28,2005-04-26,2010-08-17,2010-08-17,https://patents.google.com/patent/US7776916B2/en
US7768194B2,Fluorescent filtered electrophosphorescence ,"The Trustees Of Princeton University, The University Of Southern California","Stephen Forrest, Yiru Sun, Noel Giebink, Mark E. Thompson",2005-06-01,2006-06-01,2010-08-03,2010-08-03,https://patents.google.com/patent/US7768194B2/en
US7795305B2,CDDO-compounds and combination therapies thereof ,"Board Of Regents, The University Of Texas System, The Trustees Of Dartmouth College","Marina Konopleva, Michael Andreeff, Michael B. Sporn",2000-11-28,2008-10-10,2010-09-14,2010-09-14,https://patents.google.com/patent/US7795305B2/en
US7792622B2,Method and system for vehicular guidance using a crop image ,"Deere & Company, Kansas State University Research Foundation","Jiantao Wei, Shufeng Han",2005-07-01,2005-12-15,2010-09-07,2010-09-07,https://patents.google.com/patent/US7792622B2/en
US7777484B2,Frequency swept excitation for magnetic resonance ,Regents Of The University Of Minnesota,"Michael Garwood, Djaudat S. Idiyatullin, Curt Corum, Steen Moeller",2005-10-11,2008-09-15,2010-08-17,2010-08-17,https://patents.google.com/patent/US7777484B2/en
US7803783B2,Use of WNT inhibitors to augment therapeutic index of chemotherapy ,The Board Of Trustees Of The Leland Stanford Junior University,"Mark Lee, Calvin Jay Kuo, Tannishtha Reya, Irving L. Weissman",2002-12-06,2007-02-16,2010-09-28,2010-09-28,https://patents.google.com/patent/US7803783B2/en
US7767789B2,Truncated proteins as cancer markers ,"University Hopitals of Cleveland, The Henry M. Jackson Foundation For The Advancement Of Military Medicine, Inc.","George Gorodeski, Ying-Hong Feng, Xin Li",2005-06-02,2006-06-02,2010-08-03,2010-08-03,https://patents.google.com/patent/US7767789B2/en
